1009,0,251 (Monolith),13000 Jameson Road,Tehachapi,CA,0,USA,,,,,22.42,,1000,,35.132198,-118.448096
1010,0,AB Tehachapi,,Tehachapi,CA,0,USA,,No Unit Specified,,,6.97,,1000,,35.132198,-118.448096
1011,0,Ad Astra Wind Farm (FKA Waverly Wind Farm),,,KS,0,USA,,No Unit Specified,,,199,,1000,,38.256944,-95.814166
1012,0,Ada - Ohio Northern University,525 S. Main Street,Ada,OH,0,USA,,No Unit Specified,,,1.2,,1000,,40.7654,-83.82321
1013,0,Adair,,,IA,0,USA,,SWT 2.3/82,,,174.8,,1000,,41.424041,-94.670618
1014,0,Adams,13051 525th Ave,Cosmos,MN,0,USA,,ECO 86,,,19.8,,1000,,44.936388,-94.717016
1015,0,Adams Wind Farm (AKA Wind IX),,,IA,0,USA,,No Unit Specified,,,162,,1000,,40.92,-94.671667
1016,0,Aeroturbine,,,CA,0,USA,,No Unit Specified,,,4.7,,1000,,,
1017,0,AG Land 1-4,,,IA,0,USA,,No Unit Specified,,,6.4,,1000,,,
1018,0,AG Land 5-6,,,IA,0,USA,,No Unit Specified,,,3.2,,1000,,,
1019,0,Agassiz Beach,,Keene,MN,0,USA,,No Unit Specified,,,1.98,,1000,,47.005163,-96.435512
1020,0,AgriWind,10632 1200 East Street,Tiskilwa,IL,0,USA,,No Unit Specified,,,8.4,,1000,,41.303047,-89.619407
1021,0,Ainsworth,,Ainsworth,NE,0,USA,,V82-1.65 MW,,,60,,1000,,42.452405,-99.898044
1022,0,Akron-Westfield School District,,Akron Westfield,IA,0,USA,,No Unit Specified,,,0.6,,1000,,42.036919,-93.4664
1023,0,Alexander,,Alexander,KS,0,USA,,No Unit Specified,,,50.715,,1000,,38.424722,-99.5075
1024,0,Alite,,Mojave,CA,0,USA,,No Unit Specified,,,24,,1000,,35.052501,-118.173103
1025,0,Allegheny Ridge,,Portage,PA,0,USA,,No Unit Specified,,,80,,1000,,40.361253,-78.599701
1026,0,Alstom Wind Texas,,Lubbock,TX,0,USA,,No Unit Specified,,,1.67,,1000,,33.5778,-101.854698
1027,0,Alta East Wind Project,Mojave,,CA,0,USA,,No Unit Specified,,,153,,1000,,,
1028,0,Alta Mesa I & II (Swanmill),,San Gorgonio,CA,0,USA,,No Unit Specified,,,18.7,,1000,,34.100559,-116.827782
1029,0,Alta Mesa III,,San Gorgonio,CA,0,USA,,V27,,,9.45,,1000,,34.100559,-116.827782
1030,0,Alta Wind Energy Center (Alta Wind I),,Tehachapi,CA,0,USA,,1.5sle,,,150,,1000,,34.998517,-118.224
1031,0,Alta Wind Energy Center (Alta Wind II - V),,Tehachapi,CA,0,USA,,V90-3.0MW,,,570,,1000,,35.072612,-118.376605
1032,0,Alta Wind Energy Center (Alta Wind VIII),,Tehachapi,CA,0,USA,,V90-3.0MW,,,150,,1000,,35.026683,-118.2348
1033,0,Alta Wind Energy Center (Alta Wind X & XI),,Tehachapi,CA,0,USA,,No Unit Specified,,,228,,1000,,35.021111,-118.320556
1034,0,Altamont,,Livermore,CA,0,USA,,No Unit Specified,,,11.83,,1000,,37.601689,-121.719546
1035,0,Altamont Midway Ltd,,,CA,0,USA,,,,,10.9,,1000,,37.7392,-121.4322
1036,0,Altamont Pass,,Altamont Pass,CA,0,USA,,No Unit Specified,,,332.5,,1000,,37.747983,-121.658306
1037,0,Altech I,,Tracy,CA,0,USA,,No Unit Specified,,,5.76,,1000,,37.7397,-121.424202
1038,0,Altech II (East),,Altamont Pass,CA,0,USA,,No Unit Specified,,,3.4,,1000,,37.219687,-119.7686
1039,0,Altech III (b),,Palm Springs,CA,0,USA,,No Unit Specified,,,21.71,,1000,,33.9095,-116.734
1040,0,Amazon Web Services Wind Farm (FKA Fowler Ridge IV),,,IN,0,USA,,SWT-2.3-108,,,150,,1000,,40.624535,-87.387781
1041,0,Amazon Wind Farm US Central,,,OH,0,USA,,No Unit Specified,,,100,,1000,,,
1042,0,Amazon Wind Farm US East,,,NC,0,USA,,G114,,,208,,1000,,36.132976,-76.410027
1043,0,American Windmill Museum,,Lubbock,TX,0,USA,,V47 - 660 kw,,,0.66,,1000,,33.580927,-101.823874
1044,0,AMP-Ohio/Green Mountain Energy,,Bowling Green,OH,0,USA,,No Unit Specified,,,3.6,,1000,,41.374698,-83.651398
1045,0,AMP-Ohio/Green Mountain Energy II,,Bowling Green,OH,0,USA,,V80 - 1.8 MW,,,3.6,,1000,,41.374698,-83.651398
1046,0,Anacacho,15542 Ranch Road 1572,Bracketbille,TX,0,USA,,V100-1.8 MW,,,99,,1000,,29.190533,-100.193524
1047,0,Anderson Wind Project I,,,NM,0,USA,,V82-1.65 MW,,,5,,1000,,33.029444,-103.8558
1048,0,Anderson Wind Project II,,,NM,0,USA,,V100-2.0,,,10,,1000,,33.013889,-103.865
1049,0,Anheuser Busch,3101 Busch Drive,Fairfield,CA,0,USA,,1.5sle,,,1.5,,1000,,38.232222,-122.0928
1050,0,Anheuser-Busch II,,Fairfield,CA,0,USA,,No Unit Specified,,,1.6,,1000,,38.232327,-122.089218
1051,0,Applied Materials - Varian Semiconductor Division,"Blackburn Industrial Park, 35 Dory Road",Gloucester,MA,0,USA,,K100,,,2.5,,1000,,42.627889,-70.644473
1052,0,Aragonne Mesa,,Pastura,NM,0,USA,,No Unit Specified,,,90,,1000,,34.818877,-105.013533
1053,0,Arbuckle Mountain (FKA Rose Rock Wind Farm),,,OK,0,USA,,V110-2.0 MW,,,100,,1000,,34.386944,-97.13694
1054,0,Archbold High School,600 Lafayette Street,Archbold,OH,0,USA,,AW 54-750kW,,,0.75,,1000,,41.515085,-84.315933
1055,0,Armenia Mountain,,,PA,0,USA,,1.5sle/No Unit Specified,,,100.5,,1000,,41.764947,-77.286488
1056,0,Arnold,,Wilmont,MN,0,USA,,No Unit Specified,,,1.65,,1000,,43.764702,-95.826897
1057,0,Ashtabula,,,ND,0,USA,,No Unit Specified,,,148.5,,1000,,47.129724,-97.92803
1058,0,Ashtabula II/Luverne - South Field,,,ND,0,USA,,No Unit Specified,,,120,,1000,,47.097536,-97.910192
