2,NULL,NULL,NULL,22,NULL
3,NULL,NULL,NULL,23,NULL
4,NULL,NULL,NULL,24,NULL
5,NULL,NULL,NULL,25,NULL
6,NULL,NULL,NULL,26,NULL
7,NULL,NULL,NULL,27,NULL
8,NULL,NULL,NULL,28,NULL
9,NULL,NULL,NULL,29,NULL
10,NULL,NULL,NULL,30,NULL
11,NULL,NULL,NULL,31,NULL
12,NULL,NULL,NULL,32,NULL
13,NULL,NULL,NULL,33,NULL
14,NULL,NULL,NULL,34,NULL
15,NULL,NULL,NULL,35,NULL
16,NULL,NULL,NULL,36,NULL
17,NULL,NULL,NULL,37,NULL
18,NULL,NULL,NULL,38,NULL
19,NULL,NULL,NULL,39,NULL
20,NULL,NULL,NULL,40,NULL
21,NULL,NULL,NULL,41,NULL
22,NULL,NULL,NULL,42,NULL
23,NULL,NULL,NULL,43,NULL
24,NULL,NULL,NULL,44,NULL
25,NULL,NULL,NULL,45,NULL
26,NULL,NULL,NULL,46,NULL
27,NULL,NULL,NULL,47,NULL
28,NULL,NULL,NULL,48,NULL
29,NULL,NULL,NULL,49,NULL
30,NULL,NULL,NULL,50,NULL
31,NULL,NULL,NULL,51,NULL
32,NULL,NULL,NULL,52,NULL
33,NULL,NULL,NULL,53,NULL
34,NULL,NULL,NULL,54,NULL
35,NULL,NULL,NULL,55,NULL
36,NULL,NULL,NULL,56,NULL
37,NULL,NULL,NULL,57,NULL
38,NULL,NULL,NULL,58,NULL
39,NULL,NULL,NULL,59,NULL
40,NULL,NULL,NULL,60,NULL
41,NULL,NULL,NULL,61,NULL
42,NULL,NULL,NULL,62,NULL
43,NULL,NULL,NULL,63,NULL
44,NULL,NULL,NULL,64,NULL
45,NULL,NULL,NULL,65,NULL
46,NULL,NULL,NULL,66,NULL
47,NULL,NULL,NULL,67,NULL
48,NULL,NULL,NULL,68,NULL
49,NULL,NULL,NULL,69,NULL
50,NULL,NULL,NULL,70,NULL
51,NULL,NULL,NULL,71,NULL
52,NULL,NULL,NULL,72,NULL
53,NULL,NULL,NULL,73,NULL
54,NULL,NULL,NULL,74,NULL
55,NULL,NULL,NULL,75,NULL
56,NULL,NULL,NULL,76,NULL
57,NULL,NULL,NULL,77,NULL
58,NULL,NULL,NULL,78,NULL
59,NULL,NULL,NULL,79,NULL
60,NULL,NULL,NULL,80,NULL
61,NULL,NULL,NULL,81,NULL
62,NULL,NULL,NULL,82,NULL
63,NULL,NULL,NULL,83,NULL
64,NULL,NULL,NULL,84,NULL
65,NULL,NULL,NULL,85,NULL
66,NULL,NULL,NULL,86,NULL
67,NULL,NULL,NULL,87,NULL
68,NULL,NULL,NULL,88,NULL
69,NULL,NULL,NULL,89,NULL
70,NULL,NULL,NULL,90,NULL
71,NULL,NULL,NULL,91,NULL
72,NULL,NULL,NULL,92,NULL
73,NULL,NULL,NULL,93,NULL
74,NULL,NULL,NULL,94,NULL
75,NULL,NULL,NULL,95,NULL
76,NULL,NULL,NULL,96,NULL
77,NULL,NULL,NULL,97,NULL
78,NULL,NULL,NULL,98,NULL
79,NULL,NULL,NULL,99,NULL
80,NULL,NULL,NULL,100,NULL
81,NULL,NULL,NULL,101,NULL
82,NULL,NULL,NULL,102,NULL
83,NULL,NULL,NULL,103,NULL
84,NULL,NULL,NULL,104,NULL
85,NULL,NULL,NULL,105,NULL
86,NULL,NULL,NULL,106,NULL
87,NULL,NULL,NULL,107,NULL
88,NULL,NULL,NULL,108,NULL
89,NULL,NULL,NULL,109,NULL
